,filename,year_built
7832,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058987,1984.0
7833,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055607,1969.0
7834,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000091801,1969.0
7835,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058327,1950.0
7836,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072247,1966.0
7837,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068332,1900.0
7838,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066023,1969.0
7839,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051250,1962.0
7840,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051246,1962.0
7841,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068469,1920.0
7842,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053602,2004.0
7843,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054796,1920.0
7844,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052931,1954.0
7845,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072825,1926.0
7846,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055690,1966.0
7847,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065300,1965.0
7848,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052827,1945.0
7849,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063836,1926.0
7850,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055906,1997.0
7851,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054446,2005.0
7852,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051350,1962.0
7853,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051786,1988.0
7854,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066830,1900.0
7855,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055487,1953.0
7856,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067298,2017.0
7857,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057726,1953.0
7858,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052440,2007.0
7859,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054298,2005.0
7860,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071423,1998.0
7861,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052205,1969.0
7862,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060208,1920.0
7863,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068217,1948.0
7864,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070628,1900.0
7865,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060349,1949.0
7866,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055573,1946.0
7867,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052969,1950.0
7868,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069922,1900.0
7869,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059319,1929.0
7870,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072472,2006.0
7871,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000075489,1924.0
7872,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052096,1970.0
7873,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051496,1972.0
7874,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069525,1969.0
7875,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072159,1969.0
7876,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070725,1900.0
7877,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069233,1900.0
7878,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057711,1955.0
7879,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057908,1950.0
7880,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070651,1900.0
7881,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071970,2006.0
7882,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063075,1919.0
7883,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069208,1900.0
7884,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056089,1978.0
7885,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000086816,1969.0
7886,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069411,1923.0
7887,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068044,1900.0
7888,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065715,1900.0
7889,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056843,1972.0
7890,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062678,1921.0
7891,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068131,1900.0
7892,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055496,1951.0
7893,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052880,1960.0
7894,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072088,1984.0
7895,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055221,1969.0
7896,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060985,1940.0
7897,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051669,1962.0
7898,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064780,1970.0
7899,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068049,1920.0
7900,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062302,1960.0
7901,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058677,1958.0
7902,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051810,1988.0
7903,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053512,1965.0
7904,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063505,1961.0
7905,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067875,1969.0
7906,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067868,1969.0
7907,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070733,1969.0
7908,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062432,1973.0
7909,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066529,1920.0
7910,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064096,1956.0
7911,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060282,1966.0
7912,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066144,1920.0
7913,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058553,1939.0
7914,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000074375,1925.0
7915,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062410,1997.0
7916,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057217,1945.0
7917,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072096,1990.0
7918,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057376,2011.0
7919,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062171,1965.0
7920,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052745,1950.0
7921,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052386,2007.0
7922,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055741,1950.0
7923,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066620,1974.0
7924,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062251,1920.0
7925,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062223,1922.0
7926,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053730,1988.0
7927,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058785,1925.0
7928,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063090,1995.0
7929,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072759,1900.0
7930,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054857,1958.0
7931,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061413,1920.0
7932,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059675,1927.0
7933,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068812,1969.0
7934,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062001,1905.0
7935,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053556,2002.0
7936,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072282,1900.0
7937,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052822,2016.0
7938,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060243,1930.0
7939,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072380,1900.0
7940,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054625,1969.0
7941,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061570,1922.0
7942,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067474,1920.0
7943,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070650,1900.0
7944,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068361,1969.0
7945,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056798,2014.0
7946,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067210,1900.0
7947,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067205,1928.0
7948,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053738,1957.0
7949,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069111,1920.0
7950,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067041,1980.0
7951,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054628,2010.0
7952,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070629,2000.0
7953,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058976,1925.0
7954,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058921,1930.0
7955,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071552,1900.0
7956,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070116,1900.0
7957,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062261,1945.0
7958,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063414,1930.0
7959,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072109,1969.0
7960,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072087,1969.0
7961,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072065,1969.0
7962,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070711,1900.0
7963,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000086600,1960.0
7964,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000086591,1960.0
7965,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000086584,1960.0
7966,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061316,2004.0
7967,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060285,1927.0
7968,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056329,1956.0
7969,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053180,1952.0
7970,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067489,1969.0
7971,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068705,1920.0
7972,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051752,1977.0
7973,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072163,1900.0
7974,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070729,1969.0
7975,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070972,1900.0
7976,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000074585,1945.0
7977,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058118,1950.0
7978,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066433,1966.0
7979,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055597,1935.0
7980,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068016,1920.0
7981,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055832,1990.0
7982,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054223,1967.0
7983,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066080,1920.0
7984,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068688,1900.0
7985,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058671,1950.0
7986,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058574,1945.0
7987,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060609,1921.0
7988,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072633,2003.0
7989,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062316,1978.0
7990,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053276,1925.0
7991,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060328,1989.0
7992,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059731,1925.0
7993,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072699,1955.0
7994,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070913,1969.0
7995,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056433,2005.0
7996,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059054,1949.0
7997,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056594,1969.0
7998,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064500,1970.0
7999,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071228,2001.0
8000,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069344,1956.0
8001,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000083636,1982.0
8002,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057518,1997.0
8003,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067292,1969.0
8004,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053362,2011.0
8005,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058752,1928.0
8006,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070664,1920.0
8007,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052369,1969.0
8008,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072237,1969.0
8009,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065701,1950.0
8010,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069916,1969.0
8011,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065342,1900.0
8012,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056493,1936.0
8013,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065169,1900.0
8014,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061628,1965.0
8015,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062884,1962.0
8016,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060213,1929.0
8017,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068866,1900.0
8018,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000083012,1969.0
8019,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060790,1945.0
8020,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053285,1960.0
8021,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055734,1953.0
8022,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055422,2008.0
8023,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058770,1969.0
8024,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055692,1999.0
8025,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054789,1987.0
8026,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056879,1969.0
8027,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070652,1969.0
8028,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062176,1960.0
8029,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059863,1995.0
8030,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069444,1900.0
8031,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069456,1900.0
8032,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055899,1966.0
8033,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056239,1938.0
8034,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061914,1950.0
8035,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069869,1969.0
8036,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056892,1930.0
8037,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058539,1926.0
8038,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065702,1905.0
8039,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000073972,1969.0
8040,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000092887,1920.0
8041,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059941,1920.0
8042,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059896,1925.0
8043,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072554,1955.0
8044,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070229,1900.0
8045,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062793,1973.0
8046,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068336,1905.0
8047,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066823,1975.0
8048,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054854,1963.0
8049,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053171,1972.0
8050,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063780,1913.0
8051,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068938,1900.0
8052,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062249,2011.0
8053,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068800,1969.0
8054,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063061,1912.0
8055,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072881,2003.0
8056,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064728,1923.0
8057,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064496,1981.0
8058,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064400,1981.0
8059,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071771,1965.0
8060,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051360,1940.0
8061,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060617,1940.0
8062,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057381,1960.0
8063,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059719,1910.0
8064,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062324,1955.0
8065,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071737,1900.0
8066,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064866,1954.0
8067,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062559,1928.0
8068,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062858,1974.0
8069,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070528,1900.0
8070,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055865,1968.0
8071,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067646,1900.0
8072,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068942,1969.0
8073,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071692,1969.0
8074,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068156,1969.0
8075,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060734,1979.0
8076,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065751,1973.0
8077,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055307,1954.0
8078,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065130,1930.0
8079,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072386,1900.0
8080,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057821,1987.0
8081,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000065486,1925.0
8082,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054271,1925.0
8083,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071465,1900.0
8084,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069213,1900.0
8085,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069185,1900.0
8086,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057686,1981.0
8087,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000075170,1950.0
8088,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057140,1952.0
8089,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051546,1997.0
8090,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056220,1929.0
8091,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061109,1965.0
8092,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000068609,1900.0
8093,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053870,1950.0
8094,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053890,1950.0
8095,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058588,1981.0
8096,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066300,1958.0
8097,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057491,1975.0
8098,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052793,1950.0
8099,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062465,1978.0
8100,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062828,1980.0
8101,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066118,1969.0
8102,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000081869,1990.0
8103,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061026,1950.0
8104,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060154,1970.0
8105,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000083750,1972.0
8106,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059013,1969.0
8107,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055270,1966.0
8108,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064014,1987.0
8109,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053500,1965.0
8110,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054420,1961.0
8111,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070535,2006.0
8112,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052246,1915.0
8113,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066299,1969.0
8114,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053341,1972.0
8115,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000063205,1994.0
8116,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058009,1942.0
8117,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054602,1962.0
8118,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000083311,1921.0
8119,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059144,1928.0
8120,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070854,1926.0
8121,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000056247,1968.0
8122,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000059519,1905.0
8123,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000052430,1960.0
8124,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061890,1960.0
8125,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055005,1957.0
8126,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058940,1930.0
8127,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066313,1969.0
8128,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000083359,1998.0
8129,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000070940,1900.0
8130,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061420,1989.0
8131,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061508,1976.0
8132,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072815,1968.0
8133,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000064304,1940.0
8134,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062848,1975.0
8135,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062730,1926.0
8136,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051090,1969.0
8137,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000058381,1955.0
8138,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061676,1920.0
8139,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000062882,1930.0
8140,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000092238,2003.0
8141,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054950,2016.0
8142,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054592,1920.0
8143,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053464,2005.0
8144,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000053057,1950.0
8145,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057351,1945.0
8146,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000057277,1915.0
8147,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066203,1900.0
8148,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000082770,1958.0
8149,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000082772,1958.0
8150,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054468,1957.0
8151,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000075748,2015.0
8152,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066565,1900.0
8153,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071493,1900.0
8154,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071501,1900.0
8155,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071510,1900.0
8156,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071517,1900.0
8157,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000069513,1969.0
8158,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054596,1945.0
8159,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072669,1922.0
8160,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000054006,1926.0
8161,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000089655,1974.0
8162,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000089661,1974.0
8163,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060299,1927.0
8164,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000051260,1986.0
8165,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061342,1930.0
8166,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000071751,1969.0
8167,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000060832,1950.0
8168,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000073002,1969.0
8169,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066128,1969.0
8170,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072000,1986.0
8171,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000072303,1925.0
8172,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061140,1969.0
8173,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061236,1969.0
8174,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000061332,1969.0
8175,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055778,1979.0
8176,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000066652,1900.0
8177,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000067534,1910.0
8178,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000055903,1950.0
8179,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000086704,1900.0
8180,/home/shuai/YearBuiltData/YearBuilt/images/NJBF000076355,1946.0
