BldgID,YearBuilt
NJBF000072800,1900
NJBF000072613,1900
NJBF000072839,1900
NJBF000071352,1900
NJBF000072540,1929
NJBF000072402,1955
NJBF000072281,1900
NJBF000072870,1900
NJBF000072744,1969
NJBF000072267,2008
NJBF000068329,1900
NJBF000069249,1997
NJBF000068186,1948
NJBF000068736,1900
NJBF000068712,1900
NJBF000071616,1900
NJBF000069089,1910
NJBF000068863,1920
NJBF000071136,1900
NJBF000068864,1900
NJBF000070648,1900
NJBF000069086,1920
NJBF000068314,1929
NJBF000071466,1960
NJBF000071625,1900
NJBF000068799,1930
NJBF000068625,1969
NJBF000071133,1960
NJBF000068184,1900
NJBF000071855,1969
NJBF000068293,1969
NJBF000068881,1930
NJBF000053177,1996
NJBF000052916,1986
NJBF000053013,1960
NJBF000060613,1970
NJBF000061630,1954
NJBF000083406,1991
NJBF000086173,1956
NJBF000086162,1956
NJBF000083435,1989
NJBF000083322,1969
NJBF000083257,1901
NJBF000084061,1957
NJBF000056061,1969
NJBF000079055,1970
NJBF000083805,1890
NJBF000084896,2005
NJBF000084887,2005
NJBF000083631,1990
NJBF000083195,1935
NJBF000078522,1960
NJBF000084754,1835
NJBF000086276,2003
NJBF000083192,1985
NJBF000084830,1990
NJBF000091904,1987
NJBF000092163,1970
NJBF000092587,1865
NJBF000092441,1987
NJBF000092452,1987
NJBF000092180,1950
NJBF000083888,1969
NJBF000092575,1985
NJBF000080183,1971
NJBF000083873,1969
NJBF000083890,1969
NJBF000092093,1971
NJBF000092336,1973
NJBF000092232,2014
NJBF000092849,1957
NJBF000092835,1957
NJBF000092195,1969
NJBF000092161,1960
NJBF000092326,2004
NJBF000091926,1969
NJBF000091980,1927
NJBF000091958,1998
NJBF000092396,1955
NJBF000087990,1950
NJBF000091898,1945
NJBF000091902,1984
NJBF000092210,1960
NJBF000092178,1960
NJBF000091829,1972
NJBF000092053,1972
NJBF000086828,1875
NJBF000092278,1960
NJBF000086705,1985
NJBF000086740,1985
NJBF000092365,1951
NJBF000086417,2010
NJBF000087482,1950
NJBF000087465,1950
NJBF000092419,1956
NJBF000092190,1969
NJBF000092218,1969
NJBF000091941,1987
NJBF000087626,1975
NJBF000086551,1975
NJBF000091975,1981
NJBF000088016,1940
NJBF000088042,1940
NJBF000066670,1900
NJBF000052408,2013
NJBF000052465,2013
NJBF000051305,1969
NJBF000051310,1969
NJBF000060291,1964
NJBF000092434,1962
NJBF000056590,2006
NJBF000058892,1952
NJBF000069020,2012
NJBF000070944,2005
NJBF000052651,1965
NJBF000082987,1950
NJBF000060157,1950
NJBF000070293,1920
NJBF000066792,1969
NJBF000066799,1969
NJBF000064497,1920
NJBF000069391,1900
NJBF000072922,1969
NJBF000053376,1965
NJBF000053345,1960
NJBF000056461,1951
NJBF000068891,1900
NJBF000051592,1982
NJBF000065979,1900
NJBF000063203,1930
NJBF000072639,1994
NJBF000071174,1997
NJBF000056534,1951
NJBF000060752,1932
NJBF000056789,1965
NJBF000066901,1900
NJBF000053364,1922
NJBF000056439,2005
NJBF000067750,1928
NJBF000051670,2000
NJBF000076371,1925
NJBF000071686,1955
NJBF000052819,1969
NJBF000066822,1922
NJBF000083494,1895
NJBF000083492,1895
NJBF000058614,1985
NJBF000053241,2003
NJBF000062999,1965
NJBF000058751,1925
NJBF000055897,1942
NJBF000055766,1949
NJBF000058075,1940
NJBF000056760,1930
NJBF000057929,1940
NJBF000056883,1969
NJBF000075015,1969
NJBF000076742,1935
NJBF000057486,1972
NJBF000055416,1965
NJBF000055485,1969
NJBF000061253,1957
NJBF000051756,1955
NJBF000063282,1969
NJBF000053692,1965
NJBF000053202,1973
NJBF000053194,1970
NJBF000064026,1930
NJBF000059483,1925
NJBF000064090,2006
NJBF000063738,1919
NJBF000062778,1925
NJBF000069501,1969
NJBF000065665,1900
NJBF000069999,1900
NJBF000068415,1900
NJBF000068987,1969
NJBF000068551,1930
NJBF000070760,1962
NJBF000070547,1900
NJBF000057394,1925
NJBF000066261,1900
NJBF000057462,1955
NJBF000063571,1986
NJBF000086605,1956
NJBF000063529,1973
NJBF000056183,1940
NJBF000071706,1969
NJBF000064513,1918
NJBF000062960,1925
NJBF000060661,1925
NJBF000051079,2007
NJBF000074626,1925
NJBF000055104,1965
NJBF000075231,1997
NJBF000068279,1900
NJBF000058950,1935
NJBF000057456,1969
NJBF000054328,1900
NJBF000065889,1986
NJBF000062069,1966
NJBF000056376,1930
NJBF000065996,1969
NJBF000068400,1969
NJBF000063147,1925
NJBF000063914,1950
NJBF000055418,1964
NJBF000092213,2016
NJBF000092209,2016
NJBF000057234,1969
NJBF000061025,1974
NJBF000057458,1994
NJBF000061634,1952
NJBF000061615,1975
NJBF000072612,1969
NJBF000083473,1941
NJBF000060538,1922
NJBF000058812,1957
NJBF000061185,1920
NJBF000069351,1969
NJBF000065997,1981
NJBF000072399,1910
NJBF000057301,1979
NJBF000062484,1906
NJBF000062386,1926
NJBF000065224,1969
NJBF000056950,2009
NJBF000065043,1942
NJBF000054958,1969
NJBF000064967,1960
NJBF000078479,1950
NJBF000051976,1984
NJBF000058160,1979
NJBF000064132,1929
NJBF000059960,1940
NJBF000054401,1928
NJBF000054450,1928
NJBF000074328,1910
NJBF000070834,1900
NJBF000061809,2014
NJBF000070413,1900
NJBF000083960,1969
NJBF000055970,1966
NJBF000069220,1920
NJBF000051548,1957
NJBF000067462,1900
NJBF000065027,1900
NJBF000073073,1960
NJBF000055983,1935
NJBF000087706,1900
NJBF000083194,1986
NJBF000060329,1961
NJBF000072086,1900
NJBF000061595,1975
NJBF000056915,1990
NJBF000068921,1925
NJBF000066351,1987
NJBF000071613,1900
NJBF000053388,1950
NJBF000054270,1953
NJBF000082526,1972
NJBF000082487,1972
NJBF000058987,1984
NJBF000055607,1969
NJBF000091801,1969
NJBF000058327,1950
NJBF000072247,1966
NJBF000068332,1900
NJBF000066023,1969
NJBF000051250,1962
NJBF000051246,1962
NJBF000068469,1920
NJBF000053602,2004
NJBF000054796,1920
NJBF000052931,1954
NJBF000072825,1926
NJBF000055690,1966
NJBF000065300,1965
NJBF000052827,1945
NJBF000063836,1926
NJBF000055906,1997
NJBF000054446,2005
NJBF000051350,1962
NJBF000051786,1988
NJBF000066830,1900
NJBF000055487,1953
NJBF000067298,2017
NJBF000057726,1953
NJBF000052440,2007
NJBF000054298,2005
NJBF000071423,1998
NJBF000052205,1969
NJBF000060208,1920
NJBF000068217,1948
NJBF000070628,1900
NJBF000060349,1949
NJBF000055573,1946
NJBF000052969,1950
NJBF000069922,1900
NJBF000059319,1929
NJBF000072472,2006
NJBF000075489,1924
NJBF000052096,1970
NJBF000051496,1972
NJBF000069525,1969
NJBF000072159,1969
NJBF000070725,1900
NJBF000069233,1900
NJBF000057711,1955
NJBF000057908,1950
NJBF000070651,1900
NJBF000071970,2006
NJBF000063075,1919
NJBF000069208,1900
NJBF000056089,1978
NJBF000086816,1969
NJBF000069411,1923
NJBF000068044,1900
NJBF000065715,1900
NJBF000056843,1972
NJBF000062678,1921
NJBF000068131,1900
NJBF000055496,1951
NJBF000052880,1960
NJBF000072088,1984
NJBF000055221,1969
NJBF000060985,1940
NJBF000051669,1962
NJBF000064780,1970
NJBF000068049,1920
NJBF000062302,1960
NJBF000058677,1958
NJBF000051810,1988
NJBF000053512,1965
NJBF000063505,1961
NJBF000067875,1969
NJBF000067868,1969
NJBF000070733,1969
NJBF000062432,1973
NJBF000066529,1920
NJBF000064096,1956
NJBF000060282,1966
NJBF000066144,1920
NJBF000058553,1939
NJBF000074375,1925
NJBF000062410,1997
NJBF000057217,1945
NJBF000072096,1990
NJBF000057376,2011
NJBF000062171,1965
NJBF000052745,1950
NJBF000052386,2007
NJBF000055741,1950
NJBF000066620,1974
NJBF000062251,1920
NJBF000062223,1922
NJBF000053730,1988
NJBF000058785,1925
NJBF000063090,1995
NJBF000072759,1900
NJBF000054857,1958
NJBF000061413,1920
NJBF000059675,1927
NJBF000068812,1969
NJBF000062001,1905
NJBF000053556,2002
NJBF000072282,1900
NJBF000052822,2016
NJBF000060243,1930
NJBF000072380,1900
NJBF000054625,1969
NJBF000061570,1922
NJBF000067474,1920
NJBF000070650,1900
NJBF000068361,1969
NJBF000056798,2014
NJBF000067210,1900
NJBF000067205,1928
NJBF000053738,1957
NJBF000069111,1920
NJBF000067041,1980
NJBF000054628,2010
NJBF000070629,2000
NJBF000058976,1925
NJBF000058921,1930
NJBF000071552,1900
NJBF000070116,1900
NJBF000062261,1945
NJBF000063414,1930
NJBF000072109,1969
NJBF000072087,1969
NJBF000072065,1969
NJBF000070711,1900
NJBF000086600,1960
NJBF000086591,1960
NJBF000086584,1960
NJBF000061316,2004
NJBF000060285,1927
NJBF000056329,1956
NJBF000053180,1952
NJBF000067489,1969
NJBF000068705,1920
NJBF000051752,1977
NJBF000072163,1900
NJBF000070729,1969
NJBF000070972,1900
NJBF000074585,1945
NJBF000058118,1950
NJBF000066433,1966
NJBF000055597,1935
NJBF000068016,1920
NJBF000055832,1990
NJBF000054223,1967
NJBF000066080,1920
NJBF000068688,1900
NJBF000058671,1950
NJBF000058574,1945
NJBF000060609,1921
NJBF000072633,2003
NJBF000062316,1978
NJBF000053276,1925
NJBF000060328,1989
NJBF000059731,1925
NJBF000072699,1955
NJBF000070913,1969
NJBF000056433,2005
NJBF000059054,1949
NJBF000056594,1969
NJBF000064500,1970
NJBF000071228,2001
NJBF000069344,1956
NJBF000083636,1982
NJBF000057518,1997
NJBF000067292,1969
NJBF000053362,2011
NJBF000058752,1928
NJBF000070664,1920
NJBF000052369,1969
NJBF000072237,1969
NJBF000065701,1950
NJBF000069916,1969
NJBF000065342,1900
NJBF000056493,1936
NJBF000065169,1900
NJBF000061628,1965
NJBF000062884,1962
NJBF000060213,1929
NJBF000068866,1900
NJBF000083012,1969
NJBF000060790,1945
NJBF000053285,1960
NJBF000055734,1953
NJBF000055422,2008
NJBF000058770,1969
NJBF000055692,1999
NJBF000054789,1987
NJBF000056879,1969
NJBF000070652,1969
NJBF000062176,1960
NJBF000059863,1995
NJBF000069444,1900
NJBF000069456,1900
NJBF000055899,1966
NJBF000056239,1938
NJBF000061914,1950
NJBF000069869,1969
NJBF000056892,1930
NJBF000058539,1926
NJBF000065702,1905
NJBF000073972,1969
NJBF000092887,1920
NJBF000059941,1920
NJBF000059896,1925
NJBF000072554,1955
NJBF000070229,1900
NJBF000062793,1973
NJBF000068336,1905
NJBF000066823,1975
NJBF000054854,1963
NJBF000053171,1972
NJBF000063780,1913
NJBF000068938,1900
NJBF000062249,2011
NJBF000068800,1969
NJBF000063061,1912
NJBF000072881,2003
NJBF000064728,1923
NJBF000064496,1981
NJBF000064400,1981
NJBF000071771,1965
NJBF000051360,1940
NJBF000060617,1940
NJBF000057381,1960
NJBF000059719,1910
NJBF000062324,1955
NJBF000071737,1900
NJBF000064866,1954
NJBF000062559,1928
NJBF000062858,1974
NJBF000070528,1900
NJBF000055865,1968
NJBF000067646,1900
NJBF000068942,1969
NJBF000071692,1969
NJBF000068156,1969
NJBF000060734,1979
NJBF000065751,1973
NJBF000055307,1954
NJBF000065130,1930
NJBF000072386,1900
NJBF000057821,1987
NJBF000065486,1925
NJBF000054271,1925
NJBF000071465,1900
NJBF000069213,1900
NJBF000069185,1900
NJBF000057686,1981
NJBF000075170,1950
NJBF000057140,1952
NJBF000051546,1997
NJBF000056220,1929
NJBF000061109,1965
NJBF000068609,1900
NJBF000053870,1950
NJBF000053890,1950
NJBF000058588,1981
NJBF000066300,1958
NJBF000057491,1975
NJBF000052793,1950
NJBF000062465,1978
NJBF000062828,1980
NJBF000066118,1969
NJBF000081869,1990
NJBF000061026,1950
NJBF000060154,1970
NJBF000083750,1972
NJBF000059013,1969
NJBF000055270,1966
NJBF000064014,1987
NJBF000053500,1965
NJBF000054420,1961
NJBF000070535,2006
NJBF000052246,1915
NJBF000066299,1969
NJBF000053341,1972
NJBF000063205,1994
NJBF000058009,1942
NJBF000054602,1962
NJBF000083311,1921
NJBF000059144,1928
NJBF000070854,1926
NJBF000056247,1968
NJBF000059519,1905
NJBF000052430,1960
NJBF000061890,1960
NJBF000055005,1957
NJBF000058940,1930
NJBF000066313,1969
NJBF000083359,1998
NJBF000070940,1900
NJBF000061420,1989
NJBF000061508,1976
NJBF000072815,1968
NJBF000064304,1940
NJBF000062848,1975
NJBF000062730,1926
NJBF000051090,1969
NJBF000058381,1955
NJBF000061676,1920
NJBF000062882,1930
NJBF000092238,2003
NJBF000054950,2016
NJBF000054592,1920
NJBF000053464,2005
NJBF000053057,1950
NJBF000057351,1945
NJBF000057277,1915
NJBF000066203,1900
NJBF000082770,1958
NJBF000082772,1958
NJBF000054468,1957
NJBF000075748,2015
NJBF000066565,1900
NJBF000071493,1900
NJBF000071501,1900
NJBF000071510,1900
NJBF000071517,1900
NJBF000069513,1969
NJBF000054596,1945
NJBF000072669,1922
NJBF000054006,1926
NJBF000089655,1974
NJBF000089661,1974
NJBF000060299,1927
NJBF000051260,1986
NJBF000061342,1930
NJBF000071751,1969
NJBF000060832,1950
NJBF000073002,1969
NJBF000066128,1969
NJBF000072000,1986
NJBF000072303,1925
NJBF000061140,1969
NJBF000061236,1969
NJBF000061332,1969
NJBF000055778,1979
NJBF000066652,1900
NJBF000067534,1910
NJBF000055903,1950
NJBF000086704,1900
NJBF000076355,1946
NJBF000064407,1920
NJBF000064386,1920
NJBF000068289,1987
NJBF000062679,1965
NJBF000062744,1965
NJBF000065011,1930
NJBF000062794,1925
NJBF000054675,1962
NJBF000054728,1962
NJBF000055217,2004
NJBF000064712,1927
NJBF000071336,1998
NJBF000063195,1930
NJBF000086805,1989
NJBF000062431,1980
NJBF000062536,1920
NJBF000053833,1955
NJBF000092521,1960
NJBF000062797,1925
NJBF000062696,1920
NJBF000065417,1940
NJBF000062516,1979
NJBF000067031,1978
NJBF000065024,1920
NJBF000060366,2012
NJBF000055074,2014
NJBF000051633,1964
NJBF000066199,1900
NJBF000086911,2017
NJBF000067287,1969
NJBF000057396,2008
NJBF000064952,1920
NJBF000061854,1915
NJBF000061872,1915
NJBF000051355,1970
NJBF000055545,1952
NJBF000052203,1938
NJBF000059080,1994
NJBF000058864,1926
NJBF000064971,1930
NJBF000061227,1969
NJBF000070814,1915
NJBF000057410,1930
NJBF000058806,1860
NJBF000066989,1980
NJBF000057321,1920
NJBF000066623,1925
NJBF000070877,1900
NJBF000087525,1969
NJBF000087521,1969
NJBF000065755,1965
NJBF000070232,1900
NJBF000066647,1900
NJBF000069914,1900
NJBF000054814,1957
NJBF000066503,1969
NJBF000053858,1967
NJBF000078909,1992
NJBF000078886,1992
NJBF000070941,1960
NJBF000063917,1923
NJBF000074988,1935
NJBF000056799,1960
NJBF000070822,1969
NJBF000060588,1898
NJBF000059840,1952
NJBF000070449,1900
NJBF000068952,1969
NJBF000059974,1930
NJBF000067423,1920
NJBF000063117,1890
NJBF000061945,1974
NJBF000071617,1900
NJBF000071279,1991
NJBF000072547,1998
NJBF000057341,2002
NJBF000060403,1910
NJBF000065656,1900
NJBF000055192,1966
NJBF000068620,1900
NJBF000055370,1959
NJBF000069715,1969
NJBF000067494,1920
NJBF000054877,1966
NJBF000066648,1900
NJBF000068193,1900
NJBF000051473,2005
NJBF000069890,2000
NJBF000066602,1969
NJBF000056516,1950
NJBF000068008,1910
NJBF000055605,1959
NJBF000068397,2006
NJBF000064122,1940
NJBF000061509,1925
NJBF000070009,1965
NJBF000083244,1957
NJBF000061341,1948
NJBF000083647,1956
NJBF000053850,1954
NJBF000072790,1900
NJBF000091984,1992
NJBF000073680,1920
NJBF000060798,1970
NJBF000066248,1969
NJBF000051354,1987
NJBF000072317,1900
NJBF000053541,1930
NJBF000070689,1900
NJBF000070079,1969
NJBF000069893,1900
NJBF000091793,1969
NJBF000091805,1969
NJBF000091810,1969
NJBF000091814,1969
NJBF000065852,1975
NJBF000060027,1923
NJBF000054546,1978
NJBF000069224,1900
NJBF000057620,1925
NJBF000057655,1952
NJBF000063591,1988
NJBF000058131,1952
NJBF000092187,1972
NJBF000092354,1940
NJBF000068187,1924
NJBF000068172,1920
NJBF000073148,1945
NJBF000073169,1945
NJBF000072796,1969
NJBF000059533,1969
NJBF000060821,1925
NJBF000057492,1987
NJBF000061763,1950
NJBF000070225,1900
NJBF000069911,1969
NJBF000069845,1969
NJBF000067864,1900
NJBF000061493,1957
NJBF000072466,1969
NJBF000063352,1921
NJBF000083839,1969
NJBF000055051,1959
NJBF000072068,1965
NJBF000068133,1925
NJBF000072364,1925
NJBF000068528,1969
NJBF000068455,1969
NJBF000068376,1969
NJBF000068241,1969
NJBF000054616,1940
NJBF000068003,1920
NJBF000069543,1969
NJBF000087502,1960
NJBF000092383,1993
NJBF000064300,1929
NJBF000055046,1968
NJBF000053120,1950
NJBF000077709,1955
NJBF000053448,1940
NJBF000070631,1930
NJBF000063343,1935
NJBF000065432,1925
NJBF000063132,1907
NJBF000091913,1978
NJBF000057836,1925
NJBF000064520,1930
NJBF000064479,1930
NJBF000062108,2003
NJBF000062280,1940
NJBF000066331,1900
NJBF000055300,1966
NJBF000072116,1952
NJBF000052334,2013
NJBF000072723,2007
NJBF000057361,1949
NJBF000070314,1969
NJBF000062716,1969
NJBF000062834,1969
NJBF000061269,1925
NJBF000056787,2006
NJBF000069711,1969
NJBF000070394,1902
NJBF000067025,1991
NJBF000056168,2004
NJBF000066893,1976
NJBF000072906,2006
NJBF000069650,1969
NJBF000064080,1995
NJBF000066106,1900
NJBF000059184,1965
NJBF000059162,1900
NJBF000062036,1977
NJBF000061962,1970
NJBF000084663,1906
NJBF000084665,1906
NJBF000084646,1906
NJBF000084658,1906
NJBF000068210,1969
NJBF000064897,1923
NJBF000067636,1900
NJBF000051744,1926
NJBF000064214,1969
NJBF000068542,1900
NJBF000059624,1954
NJBF000086720,1983
NJBF000063693,1977
NJBF000059615,1925
NJBF000058042,2006
NJBF000058087,1950
NJBF000074591,1960
NJBF000071717,1900
NJBF000072023,1999
NJBF000070609,1969
NJBF000083590,1916
NJBF000057757,1981
NJBF000055188,2007
NJBF000054495,1967
NJBF000063604,1921
NJBF000073882,1910
NJBF000073872,1910
NJBF000083342,1920
NJBF000063771,1925
NJBF000057080,1925
NJBF000074646,1920
NJBF000064254,1958
NJBF000051924,1920
NJBF000054806,1958
NJBF000055928,1950
NJBF000072553,1900
NJBF000092173,1970
NJBF000092179,1970
NJBF000064844,2001
NJBF000067719,1969
NJBF000070773,1900
NJBF000056873,1930
NJBF000064494,1940
NJBF000068936,1969
NJBF000070663,1900
NJBF000068930,1953
NJBF000062779,1968
NJBF000068753,1900
NJBF000065209,1930
NJBF000069643,1969
NJBF000063473,1940
NJBF000057594,1950
NJBF000055585,1925
NJBF000052473,1987
NJBF000058225,1952
NJBF000084006,1886
NJBF000057990,1930
NJBF000057944,1925
NJBF000072598,1969
NJBF000055298,1970
NJBF000058749,1956
NJBF000069206,1969
NJBF000068440,1920
NJBF000051284,1985
NJBF000066361,1920
NJBF000053179,2004
NJBF000052145,1962
NJBF000052088,1962
NJBF000052097,1962
NJBF000053218,2004
NJBF000053948,1979
NJBF000061383,1997
NJBF000064352,1969
NJBF000055083,1948
NJBF000069176,1985
NJBF000074385,1969
NJBF000069484,1969
NJBF000069516,1969
NJBF000064261,1920
NJBF000081171,2004
NJBF000053321,1972
NJBF000058879,1984
NJBF000052596,1953
NJBF000062179,1970
NJBF000061643,1914
NJBF000062130,1973
NJBF000059707,1959
NJBF000052624,1950
NJBF000052986,1950
NJBF000052963,2017
NJBF000057265,1950
NJBF000060520,1900
NJBF000058252,1957
NJBF000061838,1959
NJBF000052968,1958
NJBF000058970,1952
NJBF000061721,2011
NJBF000060800,1965
NJBF000061085,1952
NJBF000061462,1959
NJBF000053080,1965
NJBF000053936,1975
NJBF000053162,1952
NJBF000053053,1960
NJBF000061639,1968
NJBF000059381,1930
NJBF000054164,1969
NJBF000054216,1969
NJBF000058724,1925
NJBF000053150,1982
NJBF000059551,1960
NJBF000059642,1950
NJBF000060552,2006
NJBF000061525,1959
NJBF000054306,1956
NJBF000058823,1952
NJBF000060387,1966
NJBF000060416,1978
NJBF000056890,2006
NJBF000060169,1997
NJBF000063309,1984
NJBF000053073,1950
NJBF000061201,1966
NJBF000053790,2014
NJBF000063528,1984
NJBF000053782,1945
NJBF000056766,1920
NJBF000053783,2015
NJBF000056634,1950
NJBF000052532,1969
NJBF000052544,1969
NJBF000059650,1950
NJBF000059833,1925
NJBF000053476,2004
NJBF000052555,1950
NJBF000060050,1942
NJBF000056631,1935
NJBF000058358,1920
NJBF000061172,1952
NJBF000054494,1948
NJBF000062404,1966
NJBF000053562,2015
NJBF000053523,1964
NJBF000056928,1935
NJBF000053574,2008
NJBF000061376,1955
NJBF000061441,1988
NJBF000058260,1953
NJBF000060998,1952
NJBF000053520,1975
NJBF000072821,1962
NJBF000062575,1966
NJBF000059876,1950
NJBF000053587,2006
NJBF000066040,1975
NJBF000061623,1960
NJBF000053486,1950
NJBF000059765,2006
NJBF000053401,1960
NJBF000053445,2014
NJBF000051865,1985
NJBF000053433,1952
NJBF000053676,2004
NJBF000053254,1950
NJBF000061388,1990
NJBF000051893,2016
NJBF000054782,1951
NJBF000051896,1975
NJBF000053420,1950
NJBF000051910,2015
NJBF000053460,2005
NJBF000054395,1953
NJBF000053211,2015
NJBF000057363,1952
NJBF000057193,1969
NJBF000061921,1967
NJBF000057624,1952
NJBF000051482,2004
NJBF000058026,1989
NJBF000058089,1955
NJBF000054581,1965
NJBF000054012,2014
NJBF000055242,1941
NJBF000054130,1961
NJBF000056819,1962
NJBF000062665,1968
NJBF000061923,1969
NJBF000057824,2017
NJBF000058204,1951
NJBF000051466,1999
NJBF000057673,1981
NJBF000057931,2016
NJBF000060906,2012
NJBF000056860,1966
NJBF000051461,2010
NJBF000053229,1935
NJBF000054889,2017
NJBF000059561,1962
NJBF000065494,1980
NJBF000052019,1976
NJBF000054390,2014
NJBF000052340,2016
NJBF000070230,1990
NJBF000052061,1965
NJBF000055142,2009
NJBF000061107,1950
NJBF000052385,1955
NJBF000060305,1974
NJBF000056016,1950
NJBF000054770,1938
NJBF000052890,2007
NJBF000052882,1957
NJBF000055942,1948
NJBF000056042,1942
NJBF000056963,2013
NJBF000070160,1975
NJBF000058161,1925
NJBF000058209,1925
NJBF000052012,1996
NJBF000062279,1969
NJBF000062361,1969
NJBF000057742,1959
NJBF000086876,1850
NJBF000057991,1985
NJBF000070507,1961
NJBF000069172,1978
NJBF000060158,1925
NJBF000068245,1965
NJBF000052345,1969
NJBF000064297,1960
NJBF000052796,1994
NJBF000068489,1964
NJBF000056258,1955
NJBF000052812,1952
NJBF000068346,1968
NJBF000052861,1965
NJBF000052835,1965
NJBF000052799,1960
NJBF000052781,1950
NJBF000057253,1969
NJBF000059204,1969
NJBF000052768,1969
NJBF000052043,1940
NJBF000058585,1969
NJBF000056150,1949
NJBF000052848,1998
NJBF000068142,1964
NJBF000052788,1935
NJBF000067161,1965
NJBF000054753,1970
NJBF000058747,1951
NJBF000068056,1967
NJBF000066926,1966
NJBF000058746,1963
NJBF000067944,1962
NJBF000065150,2001
NJBF000052673,2007
NJBF000052755,1969
NJBF000052725,1970
NJBF000068089,1959
NJBF000056957,1967
NJBF000067108,1968
NJBF000052657,1950
NJBF000065541,2001
NJBF000056155,1951
NJBF000052659,2014
NJBF000055227,1960
NJBF000055190,1960
NJBF000052323,2010
NJBF000059331,1953
NJBF000067130,1966
NJBF000067082,1966
NJBF000059057,1979
NJBF000057251,2017
NJBF000059274,1983
NJBF000058887,1970
NJBF000058813,1962
NJBF000060766,1930
NJBF000052706,1950
NJBF000056582,1969
NJBF000056448,1969
NJBF000056425,1969
NJBF000056367,1969
NJBF000056203,1969
NJBF000059300,1989
NJBF000052231,1938
NJBF000052259,1938
NJBF000052586,2014
NJBF000058095,2017
NJBF000058021,1955
NJBF000052178,2007
NJBF000065389,1962
NJBF000058829,1952
NJBF000052251,2015
NJBF000054136,1975
NJBF000058453,1969
NJBF000055065,1925
NJBF000072711,1900
NJBF000059544,1926
NJBF000059805,1960
NJBF000064057,1969
NJBF000061739,1977
NJBF000058470,1965
NJBF000064670,1978
NJBF000065230,2000
NJBF000052523,1953
NJBF000052582,1975
NJBF000058676,1965
NJBF000064777,2001
NJBF000065287,1957
NJBF000052228,1915
NJBF000052495,1970
NJBF000061359,1976
NJBF000060573,1956
NJBF000060641,1956
NJBF000055326,1962
NJBF000061658,1984
NJBF000064039,1974
NJBF000060718,1950
NJBF000060556,1950
NJBF000063212,1962
NJBF000061198,1974
NJBF000060292,1950
NJBF000062972,1956
NJBF000064559,1967
NJBF000052469,1969
NJBF000052451,1969
NJBF000062026,1968
NJBF000051936,1999
NJBF000062602,1969
NJBF000051839,1920
NJBF000062947,1973
NJBF000062995,1984
NJBF000051813,2017
NJBF000051828,2017
NJBF000062541,1970
NJBF000057893,2006
NJBF000062922,1963
NJBF000068385,1900
NJBF000062185,1966
NJBF000062548,1980
NJBF000054849,1957
NJBF000051684,2004
NJBF000062231,1967
NJBF000054302,2001
NJBF000054803,1986
NJBF000051700,1901
NJBF000064380,1977
NJBF000051532,1997
NJBF000061169,1974
NJBF000062783,1972
NJBF000051618,1960
NJBF000061612,1969
NJBF000051574,1900
NJBF000057048,1950
NJBF000051555,1955
NJBF000051428,2006
NJBF000061542,1965
NJBF000056802,1955
NJBF000061832,1968
NJBF000062000,1969
NJBF000061367,1978
NJBF000051407,1992
NJBF000065264,1935
NJBF000061859,1974
NJBF000056328,1951
NJBF000061502,1959
NJBF000051349,2012
NJBF000059211,1965
NJBF000059566,2001
NJBF000054686,1934
NJBF000057815,1963
NJBF000057378,1969
NJBF000062132,1971
NJBF000057819,1964
NJBF000057825,1910
NJBF000054235,1982
NJBF000058081,1968
NJBF000058028,1950
NJBF000056136,1963
NJBF000055996,2011
NJBF000054174,1969
NJBF000059405,1950
NJBF000056048,1969
NJBF000059479,1971
NJBF000054109,1987
NJBF000051265,1993
NJBF000052125,1893
NJBF000057188,1969
NJBF000052642,1945
NJBF000068619,1890
NJBF000053075,1954
NJBF000091933,1950
NJBF000067468,1900
NJBF000052724,1948
NJBF000070227,1969
NJBF000070554,1962
NJBF000071862,1900
NJBF000070518,1900
NJBF000066541,1974
NJBF000068934,1900
NJBF000072411,1900
NJBF000068082,1920
NJBF000086723,2000
NJBF000086719,2000
NJBF000060253,1950
NJBF000061460,1998
NJBF000054811,2017
NJBF000064316,1997
NJBF000083037,1961
NJBF000083363,1994
NJBF000086625,1955
NJBF000054649,1965
NJBF000060354,1912
NJBF000058580,1963
NJBF000062808,1969
NJBF000068846,1920
NJBF000068813,1900
NJBF000086647,1956
NJBF000074754,1925
NJBF000061084,2016
NJBF000060817,1970
NJBF000059614,1935
NJBF000066802,1925
NJBF000056091,1930
NJBF000065875,1969
NJBF000068121,1961
NJBF000057430,1982
NJBF000051713,1890
NJBF000055624,2017
NJBF000066342,1920
NJBF000053046,2008
NJBF000055390,1966
NJBF000072064,1997
NJBF000060400,1910
NJBF000054609,1957
NJBF000077869,1952
NJBF000061892,1988
NJBF000055564,1925
NJBF000064829,1910
NJBF000054823,1955
NJBF000060834,2011
NJBF000070753,1900
NJBF000052899,1955
NJBF000057810,1920
NJBF000058533,1926
NJBF000052726,1952
NJBF000057499,1948
NJBF000057477,1948
NJBF000083970,1958
NJBF000070004,1900
NJBF000063253,1890
NJBF000058543,1965
NJBF000064465,1958
NJBF000064918,2001
NJBF000057685,1932
NJBF000057535,1955
NJBF000061494,1990
NJBF000072719,1925
NJBF000061233,1910
NJBF000053839,1955
NJBF000059972,1990
NJBF000057305,2003
NJBF000057081,1954
NJBF000057182,1925
NJBF000065450,1966
